1.000000000000000000e+00 0.000000000000000000e+00
9.458610914145828552e-01 7.282887987630031618e-03
8.918809815760585513e-01 1.234607574155121602e-02
8.382180034472356267e-01 1.575208969565473557e-02
7.850295597889762611e-01 1.804146271188756395e-02
7.324716614707794671e-01 1.970273107134517046e-02
6.806984698640202724e-01 2.114857372696504756e-02
6.298618446600858789e-01 2.269922924698314012e-02
5.801108984397356227e-01 2.457371089656491467e-02
5.315915593002100703e-01 2.688872726877516994e-02
4.844461428229783762e-01 2.966465405161675464e-02
4.388129346376178352e-01 3.283743427903642459e-02
3.948257848062349806e-01 3.627494192803295409e-02
3.526137152181725298e-01 3.979614665083932440e-02
3.123005411465769043e-01 4.319137180424220679e-02
2.740045080768692687e-01 4.624203629332535731e-02
2.378379448723636491e-01 4.873849344652995269e-02
2.039069342943563568e-01 5.049489773590690178e-02
1.723110018431095458e-01 5.136040655368241670e-02
1.431428238324108371e-01 5.122642034906146891e-02
1.164879555539770628e-01 5.002994188325408237e-02
9.242458032904299348e-02 4.775346017344023197e-02
7.102328018320858138e-02 4.442201021725747379e-02
5.234682881719754377e-02 4.009820873208598535e-02
3.645000748077709130e-02 3.487611260327150298e-02
2.337944428991334256e-02 2.887469512232385474e-02
1.317347745847385898e-02 2.223159999617854710e-02
5.862042845640402788e-03 1.509763718933026383e-02
1.466586148876181106e-03 7.632256022649649974e-03
0.000000000000000000e+00 0.000000000000000000e+00
1.466586148876181106e-03 -9.332123694479985132e-03
5.862042845640402788e-03 -1.836989178834711606e-02
1.317347745847385898e-02 -2.683482809634650523e-02
2.337944428991334256e-02 -3.447904118288250275e-02
3.645000748077709130e-02 -4.109769694840038901e-02
5.234682881719754377e-02 -4.653841738538713052e-02
7.102328018320858138e-02 -5.070705915747508036e-02
9.242458032904299348e-02 -5.356966353536057185e-02
1.164879555539770628e-01 -5.515071106526172467e-02
1.431428238324108371e-01 -5.552812023352249327e-02
1.723110018431095458e-01 -5.482566327772130793e-02
2.039069342943563568e-01 -5.320360627382096641e-02
2.378379448723636491e-01 -5.084839841070814409e-02
2.740045080768692687e-01 -4.796213456358038030e-02
3.123005411465769043e-01 -4.475230824088920895e-02
3.526137152181725298e-01 -4.142208500454324510e-02
3.948257848062349806e-01 -3.816099745384889108e-02
4.388129346376178352e-01 -3.513563759603086784e-02
4.844461428229783762e-01 -3.247964976318711006e-02
5.315915593002100703e-01 -3.028215374430805185e-02
5.801108984397356227e-01 -2.857369229982841333e-02
6.298618446600858789e-01 -2.730892581824646836e-02
6.806984698640202724e-01 -2.634559899826375423e-02
7.324716614707794671e-01 -2.541977038938360300e-02
7.850295597889762611e-01 -2.411789586440544683e-02
8.382180034472356267e-01 -2.184704354741175483e-02
8.918809815760585513e-01 -1.780522698503991461e-02
9.458610914145828552e-01 -1.095450169981792080e-02
1.000000000000000000e+00 -0.000000000000000000e+00
