1.000000000000000000e+00 0.000000000000000000e+00
9.801178123349307825e-01 4.333884571871412725e-03
9.602434849030753172e-01 8.199714370740136815e-03
9.403848748301809612e-01 1.166032176468407254e-02
9.205498330282864128e-01 1.477229106922334570e-02
9.007462010919391471e-01 1.758623329109882186e-02
8.809818081980959059e-01 2.014709106909759462e-02
8.612644680109323714e-01 2.249446798415521281e-02
8.416019755927854895e-01 2.466297651299884097e-02
8.220021043224501334e-01 2.668259906339427723e-02
8.024726028220476870e-01 2.857905675023249964e-02
7.830211918936822446e-01 3.037418084530685639e-02
7.636555614670953451e-01 3.208628215428881159e-02
7.443833675595254995e-01 3.373051393631376627e-02
7.252122292489747712e-01 3.531922437863095621e-02
7.061497256620791196e-01 3.686229506461372041e-02
6.872033929777727757e-01 3.836746232157955960e-02
6.683807214479321468e-01 3.984061879878049439e-02
6.496891524361756431e-01 4.128609309905480196e-02
6.311360754759919311e-01 4.270690576354031764e-02
6.127288253493586856e-01 4.410500038127115885e-02
5.944746791870058056e-01 4.548144905839235363e-02
5.763808535914716202e-01 4.683663192942880138e-02
5.584545017840877312e-01 4.817039082021270374e-02
5.407027107770215890e-01 4.948215757382194019e-02
5.231324985714934650e-01 5.077105792281353530e-02
5.057508113832764884e-01 5.203599212928944340e-02
4.885645208965772035e-01 5.327569391560731116e-02
4.715804215473797800e-01 5.448876947015319355e-02
4.548052278373316826e-01 5.567371853243928415e-02
4.382455716792285072e-01 5.682893973842979840e-02
4.219079997751509215e-01 5.795272253960678799e-02
4.057989710282888796e-01 5.904322809767664770e-02
3.899248539894750731e-01 6.009846160140347449e-02
3.742919243394395856e-01 6.111623845385762838e-02
3.589063624077794001e-01 6.209414673896632153e-02
3.437742507296239758e-01 6.302950829776170216e-02
3.289015716409628975e-01 6.391934062974689856e-02
3.142942049135865057e-01 6.476032168638934383e-02
2.999579254305743126e-01 6.554875944534316323e-02
2.858984009032500273e-01 6.628056794937947638e-02
2.721211896305056888e-01 6.695125126721468423e-02
2.586317383013816418e-01 6.755589658874480707e-02
