1.000000 0.000000
0.980118 0.010462
0.960243 0.019863
0.940385 0.028287
0.920550 0.035814
0.900746 0.042518
0.880982 0.048470
0.861264 0.053733
0.841602 0.058369
0.822002 0.062434
0.802473 0.065981
0.783021 0.069058
0.763656 0.071710
0.744383 0.073980
0.725212 0.075906
0.706150 0.077523
0.687203 0.078866
0.668381 0.079965
0.649689 0.080848
0.631136 0.081541
0.612729 0.082070
0.594475 0.082455
0.576381 0.082718
0.558455 0.082878
0.540703 0.082952
0.523132 0.082956
0.505751 0.082903
0.488565 0.082809
0.471580 0.082682
0.454805 0.082535
0.438246 0.082376
0.421908 0.082212
0.405799 0.082050
0.389925 0.081894
0.374292 0.081749
0.358906 0.081615
0.343774 0.081495
0.328902 0.081387
0.314294 0.081290
0.299958 0.081202
0.285898 0.081118
0.272121 0.081033
0.258632 0.080940
0.245435 0.080833
0.232537 0.080702
0.219943 0.080540
0.207656 0.080336
0.195683 0.080080
0.184028 0.079761
0.172696 0.079368
0.161691 0.078888
0.151017 0.078312
0.140678 0.077627
0.130680 0.076822
0.121025 0.075887
0.111717 0.074811
0.102761 0.073584
0.094160 0.072198
0.085916 0.070645
0.078034 0.068918
0.070517 0.067012
0.063367 0.064923
0.056587 0.062647
0.050180 0.060184
0.044149 0.057533
0.038495 0.054696
0.033222 0.051677
0.028331 0.048480
0.023824 0.045112
0.019703 0.041581
0.015969 0.037896
0.012625 0.034068
0.009671 0.030110
0.007108 0.026035
0.004938 0.021857
0.003161 0.017592
0.001779 0.013257
0.000791 0.008868
0.000198 0.004443
0.000000 0.000000
0.000198 -0.002810
0.000791 -0.005607
0.001779 -0.008378
0.003161 -0.011110
0.004938 -0.013792
0.007108 -0.016411
0.009671 -0.018955
0.012625 -0.021412
0.015969 -0.023773
0.019703 -0.026028
0.023824 -0.028166
0.028331 -0.030179
0.033222 -0.032059
0.038495 -0.033799
0.044149 -0.035393
0.050180 -0.036836
0.056587 -0.038123
0.063367 -0.039251
0.070517 -0.040218
0.078034 -0.041023
0.085916 -0.041666
0.094160 -0.042147
0.102761 -0.042468
0.111717 -0.042632
0.121025 -0.042643
0.130680 -0.042505
0.140678 -0.042225
0.151017 -0.041807
0.161691 -0.041261
0.172696 -0.040593
0.184028 -0.039812
0.195683 -0.038926
0.207656 -0.037946
0.219943 -0.036880
0.232537 -0.035739
0.245435 -0.034532
0.258632 -0.033269
0.272121 -0.031960
0.285898 -0.030614
0.299958 -0.029242
0.314294 -0.027850
0.328902 -0.026448
0.343774 -0.025043
0.358906 -0.023642
0.374292 -0.022251
0.389925 -0.020875
0.405799 -0.019518
0.421908 -0.018185
0.438246 -0.016876
0.454805 -0.015595
0.471580 -0.014341
0.488565 -0.013115
0.505751 -0.011916
0.523132 -0.010743
0.540703 -0.009593
0.558455 -0.008465
0.576381 -0.007356
0.594475 -0.006265
0.612729 -0.005188
0.631136 -0.004126
0.649689 -0.003076
0.668381 -0.002041
0.687203 -0.001022
0.706150 -0.000023
0.725212 0.000949
0.744383 0.001887
0.763656 0.002778
0.783021 0.003608
0.802473 0.004358
0.822002 0.005006
0.841602 0.005523
0.861264 0.005879
0.880982 0.006036
0.900746 0.005952
0.920550 0.005578
0.940385 0.004860
0.960243 0.003737
0.980118 0.002142
1.000000 -0.000000
