1.000000 0.000000
0.917421 0.023246
0.835405 0.037820
0.754515 0.048486
0.675301 0.057267
0.598305 0.064597
0.524053 0.070268
0.453052 0.074059
0.385787 0.076013
0.322718 0.076436
0.264276 0.075729
0.210859 0.074161
0.162834 0.071717
0.120526 0.068065
0.084227 0.062656
0.054183 0.054924
0.030600 0.044518
0.013639 0.031481
0.003416 0.016330
0.000000 0.000000
0.003416 -0.008204
0.013639 -0.016036
0.030600 -0.023162
0.054183 -0.029326
0.084227 -0.034375
0.120526 -0.038269
0.162834 -0.041078
0.210859 -0.042932
0.264276 -0.043957
0.322718 -0.044179
0.385787 -0.043445
0.453052 -0.041383
0.524053 -0.037447
0.598305 -0.031097
0.675301 -0.022144
0.754515 -0.011253
0.835405 -0.000576
0.917421 0.005556
1.000000 0.000000
